Comune;Provincia;Tipologia;Categoria;Denominazione;Indirizzo;Località;CAP;Sigla provincia;Codice ISTAT del comune;Telefono 1;Telefono 2;FAX;Sito internet;Indirizzo posta elettronica;Anno di riferimento;Longitudine;Latitudine
RIMINI;RIMINI;Albergo;3 stelle;CIRENE;VIA CIRENE, 50;Rimini Centro;47900;RN;99014;0541 390904;;0541 304189;www.hotelcirene.com;info@hotelcirene.com;2015;12.5824441;44.0645689
RIMINI;RIMINI;Albergo;3 stelle;CITY;VIALE FIRENZE, 7;Rimini Centro;47900;RN;99014;0541 389414;;0541 389022;www.hotelcityrimini.com;info@hotelcityrimini.com;2015;12.5989252;44.0500373
RIMINI;RIMINI;Albergo;3 stelle;CLIFF;VIALE TOSCANELLI, 96;Rivabella;47900;RN;99014;0541 732606;;0541 732606;www.hotelcliff.it;info@hotelcliff.it;2015;12.5503131;44.0800726
RIMINI;RIMINI;Albergo;3 stelle;CLITUNNO;VIA PORTO PALOS, 47;Viserbella;47811;RN;99014;0541 721053;;;www.hotelclitunno.net;info@hotelclitunno.net;2015;12.5267146;44.0964293
RIMINI;RIMINI;Albergo;3 stelle;COBALTO;VIALE REGINA ELENA, 96;Rimini Centro;47900;RN;99014;0541 389205;;0541 389384;www.hotelcobalto.it;info@hotelcobalto.it;2015;12.5935168;44.0558284
RIMINI;RIMINI;Albergo;3 stelle;COLIBRI';VIA BRINDISI, 24;Rivazzurra;47900;RN;99014;0541 373123;;0541 373123;www.colibririmini.com;hotelcolibri@gmail.com;2015;12.6090107;44.0390405
RIMINI;RIMINI;Albergo;3 stelle;COLOMBO;VIA TOSCANELLI, 46;Rivabella;47900;RN;99014;0541 55144;;0541 55209;www.hotelcolombo.net;info@hotelcolombo.net;2015;12.5558919;44.0772742
RIMINI;RIMINI;Albergo;3 stelle;COLON;VIALE SIRACUSA, 21;Marebello;47900;RN;99014;0541 373178;;0541 370996;www.hotelcolonrimini.it;hotelcolon@libero.it;2015;12.6053443;44.0428441
RIMINI;RIMINI;Albergo;3 stelle;COLORADO;VIA TRAPANI, 9;Rivazzurra;47900;RN;99014;0541 375504;;0541 371868;;hotelcolorado@interfree.it;2015;12.610735;44.0385509
RIMINI;RIMINI;Albergo;3 stelle;COLUMBIA;VIALE REGINA ELENA, 4;Rimini Centro;47900;RN;99014;0541 391104;;0541 391470;www.hotel-columbia.it;info@hotel-columbia.it;2015;12.5935168;44.0558284
RIMINI;RIMINI;Albergo;3 stelle;CONCORDIA;VIALE MARTINELLI, 8;Miramare;47831;RN;99014;0541 373177;;0541 378187;www.paginegialle.it/hotelconcordia;hotelconcordia@aruba.it;2015;12.6207942;44.0304376
RIMINI;RIMINI;Albergo;3 stelle;CONDOR;VIALE ADRIA, 16;Miramare;47831;RN;99014;0541 373439;;0541 373439;www.hotelcondormiramare.it;info@hotelcondormiramare.it;2015;12.6215394;44.0292199
RIMINI;RIMINI;Albergo;3 stelle;CONFORT;VIA BOCCACCIO, 7;Rimini Centro;47900;RN;99014;0541 381661;;0541 381178;www.hotelconfortrimini.com;info@hotelconfortrimini.com;2015;12.5912343;44.0573468
RIMINI;RIMINI;Albergo;3 stelle;CONSTELLATION;VIALE REGINA ELENA 73;Rimini Centro;47900;RN;99014;0541 392722;;0541 392722;www.hotelconstellation.it;info@hotelconstellation.it;2015;12.5935168;44.0558284
RIMINI;RIMINI;Albergo;3 stelle;CONSUL;VIA BENEDETTO NERI, 1;Rimini Centro;47900;RN;99014;0541 380762;;0541 380762;www.hconsul.it;consul@hconsul.it;2015;12.5969907;44.0523046
RIMINI;RIMINI;Albergo;3 stelle;CONTI;VIA MACALLE', 6;Torre Pedrera;47812;RN;99014;0541 720179;;0541 720550;www.hotelconti.com;info@hotelconti.com;2015;12.5079253;44.1087473
RIMINI;RIMINI;Albergo;3 stelle;CORALLO;VIALE VESPUCCI, 46;Rimini Centro;47900;RN;99014;0541 390732;;0541 391808;www.hotelcorallorimini.com;info@hotelcorallorimini.com;2015;12.5841288;44.064855
RIMINI;RIMINI;Albergo;3 stelle;CORINNA;VIA ORTIGARA, 66;San Giuliano Mare;47900;RN;99014;0541 23451;;0541 23451;www.hotelcorinna.com;info@hotelcorinna.com;2015;12.5669664;44.074443
RIMINI;RIMINI;Albergo;3 stelle;CORONA;VIA TRAPANI, 4;Rivazzurra;47900;RN;99014;0541 370644;;0541 478845;www.hotelcoronarimini.it;info@hotelcoronarimini.it;2015;12.6118297;44.0391813
RIMINI;RIMINI;Albergo;3 stelle;CORTINA;VIALE CORMONS, 39;Rimini Centro;47900;RN;99014;0541 28466;;0541 21152;;hotelcortina@alice.it;2015;12.5785717;44.0661112
RIMINI;RIMINI;Albergo;3 stelle;COSMOS;VIA LECCE, 23;Rivazzurra;47900;RN;99014;0541 373175;;0541 374944;www.hotelcosmos.it;info@hotelcosmos.it;2015;12.6091126;44.0383468
RIMINI;RIMINI;Albergo;3 stelle;COSTA AZZURRA;VIALE TOSCANELLI, 158;Viserba;47811;RN;99014;0541 732650;;0541 738233;www.costazzurra.net;info@costazzurra.net;2015;12.5449786;44.0836282
RIMINI;RIMINI;Albergo;3 stelle;COSTA D'ORO;VIALE REGINA ELENA, 229;Bellariva;47900;RN;99014;0541 380211;;0541 393549;www.costadoro-hotel.com;hotelcostadoro@libero.it;2015;12.5935168;44.0558284
RIMINI;RIMINI;Albergo;3 stelle;CRINIERA D'ORO;VIALE ROSSINI,15;Viserba;47811;RN;99014;0541 732349;;0541 732349;;crinieradoro@libero.it;2015;12.5409992;44.0840486
RIMINI;RIMINI;Albergo;3 stelle;CRISS;VIA XXV MARZO 1831, 11;Rivabella;47900;RN;99014;0541 1741671;;;www.hotelcriss.it;info@hotelcriss.it;2015;12.5498159;44.0773646
RIMINI;RIMINI;Albergo;3 stelle;CRISTALLO;VIALE REGINA ELENA, 133;Rimini Centro;47900;RN;99014;0541 392660;;0541 391708;www.hotelcristallorimini.com;info@hotelcristallorimini.com;2015;12.5935168;44.0558284
RIMINI;RIMINI;Albergo;3 stelle;CRISTINA DIPENDENZA;VIA LECCE, 21;Rivazzurra;47900;RN;99014;0541 371414;;0541 375582;www.hotelbagli.it;info@hotelbagli.it;2015;12.6093328;44.0384755
RIMINI;RIMINI;Albergo;3 stelle;CROCE DEL SUD;VIALE SAN SALVADOR, 198;Torre Pedrera;47812;RN;99014;0541 720052;;0541 720094;www.crocedelsudhotel.it;info@crocedelsudhotel.it;2015;12.5048942;44.1135231
RIMINI;RIMINI;Albergo;3 stelle;CROSAL;VIALE CARLO ZAVAGLI, 154;San Giuliano Mare;47900;RN;99014;0541 25929;;0541 57221;www.hotelcrosal.it;info@hotelcrosal.it;2015;12.5636369;44.0748311
RIMINI;RIMINI;Albergo;3 stelle;CROWN;VIA TOSCANELLI, 108;Viserba;47811;RN;99014;0541 732911;;0541 732930;;info@hotelcrown.it;2015;12.5491891;44.0808216
RIMINI;RIMINI;Albergo;3 stelle;CRYSTAL;VIA GIBUTI, 23;Torre Pedrera;47812;RN;99014;0541 720229;;0541 721405;www.gabrivacanze.com;hotelcrystal@gabrivacanze.com;2015;12.5115735;44.1058092
RIMINI;RIMINI;Albergo;3 stelle;CUBA;VIALE TRAPANI, 1;Rivazzurra;47900;RN;99014;0541 372606;;0541 372698;;saccoitalo@legalmail.it;2015;12.611865;44.0392017
RIMINI;RIMINI;Albergo;3 stelle;DANIELA;VIA BRIGA, 2;Bellariva;47900;RN;99014;0541 372570;;0541 372570;www.danielahotel.com;info@danielahotel.com;2015;12.6010514;44.047636
RIMINI;RIMINI;Albergo;3 stelle;DARIA;VIALE BERGAMO, 12/B;Rivazzurra;47900;RN;99014;0541 478842;;0541 390664;www.hotel-daria.it;brunobaldacci@virgilio.it;2015;12.6133665;44.0359145
RIMINI;RIMINI;Albergo;3 stelle;DA.SA.MO.;VIA BUSIGNANI, 10;Viserbella;47811;RN;99014;0541 734355;;0541 1810247;www.dasamohotel.com;info@dasamohotel.com;2015;12.5613613;44.0595058
RIMINI;RIMINI;Albergo;3 stelle;DEAR;VIALE TRAPANI, 6;Rivazzurra;47900;RN;99014;0541 371398;;0541 371476;www.hoteldear.it;info@hoteldear.it;2015;12.6114766;44.0389779
RIMINI;RIMINI;Albergo;3 stelle;DE FRANCE;VIALE REGINA MARGHERITA, 48;Rivazzurra;47900;RN;99014;0541 371551;;0541 420451;www.hoteldefrance.it;info@hoteldefrance.it;2015;12.6139605;44.0376285
RIMINI;RIMINI;Albergo;3 stelle;DEI PLATANI;VIALE OLIVETI, 76;Miramare;47831;RN;99014;0541 372062;;0541 377363;www.hoteldeiplatani.com;info@hoteldeiplatani.com;2015;12.6194885;44.0310498
RIMINI;RIMINI;Albergo;3 stelle;DE LA PLAGE;VIALE AVISIO, 7;Rivabella;47900;RN;99014;0541 28602;;0541 21973;www.delaplagehotel.it;info@delaplagehotel.it;2015;12.55418;44.0773564
RIMINI;RIMINI;Albergo;3 stelle;DE LA VILLE;VIALE RAPALLO, 18;Marebello;47900;RN;99014;0541 371557;;0541 477120;www.hoteldelaville.org;info@hoteldelaville.org;2015;12.6066213;44.0413514
RIMINI;RIMINI;Albergo;3 stelle;DEL VECCHIO;VIA SABOTINO, 4;Rivabella;47900;RN;99014;0541 55225;;0541 55225;;delvecchiorimini@libero.it;2015;12.5606569;44.0753652
RIMINI;RIMINI;Albergo;3 stelle;DETROIT;VIALE GUBBIO, 7;Rivazzurra;47900;RN;99014;0541 372658;;0541 476355;www.hotel-detroit.it;info@hotel-detroit.it;2015;12.6160586;44.0349782
RIMINI;RIMINI;Albergo;3 stelle;DIAMANTE;VIA PORTO BARDIA, 8;Torre Pedrera;47812;RN;99014;0541 721463;;0541 722150;www.hoteldiamante.com;info@hoteldiamante.com;2015;12.5061136;44.1117249
RIMINI;RIMINI;Albergo;3 stelle;DIAMOND;VIALE REGINA ELENA, 183;Rimini Centro;47900;RN;99014;0541 380551;;0541 389364;www.hoteldiamondrimini.it;info@hoteldiamondrimini.it;2015;12.5935168;44.0558284
RIMINI;RIMINI;Albergo;3 stelle;DIANA;VIA PORTO PALOS, 15;Viserbella;47811;RN;99014;0541 738158;;0541 738096;www.hoteldiana-rimini.com;dianaht@tin.it;2015;12.5323749;44.0920918
RIMINI;RIMINI;Albergo;3 stelle;DIPENDENZA DA.SA.MO.;VIA PEDRIZZI, 5;Viserbella;47811;RN;99014;0541 734355;;0541 1810247;www.dasamohotel.com;info@dasamohotel.com;2015;12.5304274;44.0917813
RIMINI;RIMINI;Albergo;3 stelle;DOGE;VIALE SAN SALVADOR, 156;Torre Pedrera;47812;RN;99014;0541 720170;;0541 721874;www.hoteldoge.net;info@hoteldoge.net;2015;12.5088546;44.1101757
RIMINI;RIMINI;Albergo;3 stelle;DOLORES;VIA BAINSIZZA, 3;Viserba;47811;RN;99014;0541 732825;;0541 732825;www.hoteldolores.com;info@hoteldolores.com;2015;12.5448747;44.0833774
RIMINI;RIMINI;Albergo;3 stelle;DONAU;VIALE ALFIERI, 12;Rimini Centro;47900;RN;99014;0541 381302;;0541 388309;www.hoteldonau.it;info@hoteldonau.it;2015;12.587386;44.0606543
RIMINI;RIMINI;Albergo;3 stelle;DO.RE.MI.;VIA PEGLI, 7;Rivazzurra;47900;RN;99014;0541 372656;;0541 375944;;;2015;12.6122842;44.038038
RIMINI;RIMINI;Albergo;3 stelle;DRIADE;VIALE TOSCANELLI, 25;Rivabella;47900;RN;99014;0541 50508;;0541 26013;www.hoteldriade.it;info@hoteldriade.it;2015;12.5580923;44.0763913
RIMINI;RIMINI;Albergo;3 stelle;DUCALE MORENA;VIALE TIRRENIA, 11;Miramare;47831;RN;99014;0541 370559;;;;;2015;12.6178351;44.033189
RIMINI;RIMINI;Albergo;3 stelle;DU LAC;VIA LAGO TANA, 12;Torre Pedrera;47812;RN;99014;0541 720462;;0541 448717;www.dulac-hotel.com;info@dulac-hotel.com;2015;12.5178824;44.1028959
RIMINI;RIMINI;Albergo;3 stelle;DUSSELDORF;VIA BERGAMO, 5;Rivazzurra;47900;RN;99014;0541 373400;;0541 370877;www.hoteldusseldorf.com;info@hoteldusseldorf.com;2015;12.6146483;44.036699
RIMINI;RIMINI;Albergo;3 stelle;EDEN;VIA PORTO PALOS, 7;Viserbella;47811;RN;99014;0541 738234;;0541 738234;;info@hoteledenrimini.it;2015;12.5326557;44.0919003
RIMINI;RIMINI;Albergo;3 stelle;EIFFEL;VIA BRINDISI, 6;Rivazzurra;47900;RN;99014;0541 371501;;0541 371807;www.hoteleiffel.com;info@hoteleiffel.com;2015;12.6103677;44.039846
RIMINI;RIMINI;Albergo;3 stelle;ELBA;VIA BRINDISI, 21;Rivazzurra;47900;RN;99014;0541 373539;;0541 370316;www.youngpeoplehotels.com;info@youngpeoplehotels.com;2015;12.6093332;44.0392336
RIMINI;RIMINI;Albergo;3 stelle;EL CID;VIA TOCRA, 5;Torre Pedrera;47812;RN;99014;0541 721285;;0541 720543;www.elcid.it;info@elcid.it;2015;12.5078644;44.1103919
RIMINI;RIMINI;Albergo;3 stelle;ELITE;VIALE MANTOVA, 10 (angolo Via Sarsina);Rivazzurra;47900;RN;99014;0541 373363;;0541 371946;www.holtamanco.com;hoteltamanco@libero.it;2015;12.614729;44.034781
RIMINI;RIMINI;Albergo;3 stelle;EMILIA;VIALE SAN SALVADOR, 154;Torre Pedrera;47812;RN;99014;0541 720218;;0541 720218;www.hotelemilia.it;info@hotelemilia.it;2015;12.5090859;44.1099798
RIMINI;RIMINI;Albergo;3 stelle;EMMA NORD;VIALE ISONZO, 13;Rivabella;47900;RN;99014;0541 27854;;0541 21352;www.hotelcobalto.it;info@hotelcobalto.it;2015;12.5523228;44.077136
RIMINI;RIMINI;Albergo;3 stelle;ERIKA;VIA MARINO, 11;Rimini Centro;47900;RN;99014;0541 391404;;0541 381522;www.erikahotel.it;info@erikahotel.it;2015;12.5876055;44.0594822
RIMINI;RIMINI;Albergo;3 stelle;ERVILL;PIAZZALE FIDENZA, 11;Marebello;47900;RN;99014;0541 370317;;0541 371926;www.hotelervill.com;info@hotelervill.com;2015;12.6052264;44.0431471
RIMINI;RIMINI;Albergo;3 stelle;ESEDRA;VIALE CAIO DUILIO, 3;Rimini Centro;47900;RN;99014;0541 23421;;0541 24424;www.esedrahotel.com;info@esedrahotel.com;2015;12.5754079;44.0735007
RIMINI;RIMINI;Albergo;3 stelle;ESPLANADE;VIALE TRAPANI, 12;Rivazzurra;47900;RN;99014;0541 370916;;0541 379149;www.hotelesplanade.net;info@hotelesplanade.net;2015;12.6104967;44.0384142
RIMINI;RIMINI;Albergo;3 stelle;ESSEN;VIA PAPI LAZZARO, 13;Torre Pedrera;47812;RN;99014;0541 720118;;0541 724182;www.hotelessen.it;info@hotelessen.it;2015;12.5062298;44.1112669
RIMINI;RIMINI;Albergo;3 stelle;EUREKA;VIA TRAPANI, 22;Rivazzurra;47900;RN;99014;0541 372607;;0541 372607;;hoteleureka@tin.it;2015;12.6095271;44.0378608
RIMINI;RIMINI;Albergo;3 stelle;EURHOTEL;VIA FAENZA, 5;Miramare;47831;RN;99014;0541 372204;;0541 375050;;info@eur-hotel.com;2015;12.617026;44.0346264
RIMINI;RIMINI;Albergo;3 stelle;EUROMAR;VIA AVISIO, 11;Rivabella;47900;RN;99014;0541 51027;;0541 51026;www.hoteleuromar.it;euromarhotel@tin.it;2015;12.55386;44.0771223
RIMINI;RIMINI;Albergo;3 stelle;EUROPA;VIALE VESPUCCI, 83/D;Rimini Centro;47900;RN;99014;0541 390862;;0541 390862;www.hoteleuropa.rn.it;info@hoteleuropa.rn.it;2015;12.5829675;44.065873
RIMINI;RIMINI;Albergo;3 stelle;EVA;VIA MESSINA, 17;Rivazzurra;47900;RN;99014;0541 372526;;0541 372526;www.albergoeva.it;info@albergoeva.it;2015;12.6114829;44.0369199
RIMINI;RIMINI;Albergo;3 stelle;EVELYN;VIA UMBERTO MADDALENA, 5;Miramare;47831;RN;99014;0541 373428;;0541 373428;www.hotelevelyn.it;hotelevelynrimini@gmail.com;2015;12.6193169;44.0302114
RIMINI;RIMINI;Albergo;3 stelle;FABER;VIALE LECCE, 6;Rivazzurra;47900;RN;99014;0541 375290;;0541 383790;www.faberhotel.it;info@faberhotel.it;2015;12.6109095;44.0393918
RIMINI;RIMINI;Albergo;3 stelle;FABIANA;VIA RINALDI, 12;San Giuliano Mare;47900;RN;99014;0541 24973;;0541 50093;www.hotelfabiana.com;info@hotelfabiana.com;2015;12.5664781;44.0735031
RIMINI;RIMINI;Albergo;3 stelle;FABIUS;VIALE VIAREGGIO, 4;Rivazzurra;47900;RN;99014;0541 372651;;0541 377240;www.hotelfabius.com;info@hotelfabius.com;2015;12.6150829;44.0361548
RIMINI;RIMINI;Albergo;3 stelle;FABRIZIO;VIA TOZZI, 5;Rimini Centro;47900;RN;99014;0541 381726;;0541 382572;www.hotelfabrizio.it;posta@hotelfabrizio.it;2015;12.588558;44.0545227
RIMINI;RIMINI;Albergo;3 stelle;FANTASY;VIALE REGINA ELENA, 93;Rimini Centro;47900;RN;99014;0541 375505;;0541 476798;www.hotelfantasyrimini.com;fantasy@riminiin.it;2015;12.5935168;44.0558284
RIMINI;RIMINI;Albergo;3 stelle;FEDORA;VIALE REGINA ELENA, 65;Rimini Centro;47900;RN;99014;0541 307034;;0541 302680;www.hotelfedora.com;info@hotelfedora.com;2015;12.5935168;44.0558284
RIMINI;RIMINI;Albergo;3 stelle;FELDBERG;VIA SARSINA, 14;Rivazzurra;47900;RN;99014;0541 371413;;0541 379580;www.hotelfeldberg.it;info@hotelfeldberg.it;2015;12.6149586;44.034855
RIMINI;RIMINI;Albergo;3 stelle;FELIX;VIALE PESCARA, 6;Miramare;47831;RN;99014;0541 370410;;0541 371630;www.hotelfelixrimini.com;info@hotelfelixrimini.com;2015;12.6243261;44.0288574
RIMINI;RIMINI;Albergo;3 stelle;FELSINEA;VIALE LEOPARDI, 5;Rimini Centro;47900;RN;99014;0541 1832195;;0541 1832458;;;2015;12.5881586;44.060273
RIMINI;RIMINI;Albergo;3 stelle;FILIBERTO;VIA NUOVA CIRCONVALLAZIONE, 41;Rimini Centro;47900;RN;99014;0541 770276;;0541 770310;www.hotelfiliberto.it;albergofiliberto@hotmail.it;2015;12.5513716;44.0470352
RIMINI;RIMINI;Albergo;3 stelle;FIORANA;VIA DON BOSCO, 13;Rimini Centro;47900;RN;99014;0541 390710;;;www.hotelfiorana.it;info@hotelfiorana.it;2015;12.5844473;44.0627776
RIMINI;RIMINI;Albergo;3 stelle;FLAMINGO;VIALE REGINA MARGHERITA, 36;Rivazzurra;47900;RN;99014;0541 373731;;0541 373275;www.flamingohotel.it;info@flamingohotel.it;2015;12.6126152;44.038767
RIMINI;RIMINI;Albergo;3 stelle;FRA I PINI;VIALE PEDRIZZI,13;Viserbella;47811;RN;99014;0541 738151;;0541 732453;www.hotelfraipini.it;info@hotelfraipini.it;2015;12.5304274;44.0917813
RIMINI;RIMINI;Albergo;3 stelle;GABBIANO;VIALE TOSCANELLI, 86;Rivabella;47900;RN;99014;0541 736536;;0541 449112;www.hotelgabbianorimini.com;info@hotelgabbianorimini.com;2015;12.5512497;44.0794484
RIMINI;RIMINI;Albergo;3 stelle;GABRIELLA;VIALE SIRTE, 3;Torre Pedrera;47812;RN;99014;0541 720261;;0541 720822;www.hotelgabriella.net;info@hotelgabriella.net;2015;12.5099379;44.1089305
RIMINI;RIMINI;Albergo;3 stelle;GABY;VIALE REGINA MARGHERITA, 151;Rivazzurra;47900;RN;99014;0541 370367;;0541 370367;www.hotelgaby.com;info@hotelgaby.com;2015;12.6139446;44.0376419
RIMINI;RIMINI;Albergo;3 stelle;GALASSIA;VIALE LECCE, 1;Rivazzurra;47900;RN;99014;0541 370376;;0541 1725238;www.mareideavacanze.com;hotelgalassia@mareideavacanze.it;2015;12.6113471;44.0396446
RIMINI;RIMINI;Albergo;3 stelle;GALILEO;VIA MANTOVA, 21;Rivazzurra;47900;RN;99014;0541 375705;;;;;2015;12.6139263;44.0355631
RIMINI;RIMINI;Albergo;3 stelle;GALLES;VIALE REGINA ELENA, 179;Rimini Centro;47900;RN;99014;0541 370668;;0541 477737;www.hotelgallesrimini.net;info@hotelgallesrimini.org;2015;12.5935168;44.0558284
RIMINI;RIMINI;Albergo;3 stelle;GAMBRINUS;VIALE NERVI, 14;Marebello;47900;RN;99014;0541 375505;;0541 476876;;;2015;12.6076349;44.0409822
RIMINI;RIMINI;Albergo;3 stelle;GARDENIA;VIALE SAN SALVADOR, 150;Torre Pedrera;47812;RN;99014;0541 720252;;0541 720019;;info@gardeniahotel.net;2015;12.5095444;44.1095913
RIMINI;RIMINI;Albergo;3 stelle;GASTONE RIVIERA;VIA PEGLI, 22;Rivazzurra;47900;RN;99014;0541 371466;;0541 371466;;ceccarinigastoneriviera@gmail.com;2015;12.6103174;44.0368771
RIMINI;RIMINI;Albergo;3 stelle;GATTEI;VIA PORTOFINO, 4;Marebello;47900;RN;99014;0541 378815;;0541 477428;;;2015;12.6060131;44.0439043
RIMINI;RIMINI;Albergo;3 stelle;GEMINI;VIALE VIAREGGIO, 3;Rivazzurra;47900;RN;99014;0541 370547;;0541 371920;www.geminihotel.it;info@geminihotel.com;2015;12.6150121;44.0361099
RIMINI;RIMINI;Albergo;3 stelle;GIANFRANCO;VIA SOLLUM, 3;Torre Pedrera;47812;RN;99014;0541 720136;;;www.hotelgianfranco.it;info@hotelgianfranco.it;2015;12.5070162;44.111184
RIMINI;RIMINI;Albergo;3 stelle;GIANNELLA;VIALE PONTINIA, 8;Miramare;47831;RN;99014;0541 372218;;0541 476249;www.hotelgiannella.com;info@hotelgiannella.com;2015;12.6189145;44.0330924
RIMINI;RIMINI;Albergo;3 stelle;GIANNINI;VIALE PRINCIPE DI PIEMONTE, 10;Miramare;47831;RN;99014;0541 370736;;0541 478359;www.hotelgiannini.it;info@hotelgiannini.it;2015;12.6219868;44.0310741
RIMINI;RIMINI;Albergo;3 stelle;GIGLIO;VIALE PRINCIPE DI PIEMONTE, 18;Miramare;47831;RN;99014;0541 372073;;0541 377490;www.hotelgiglio.it;info@hotelgiglio.it;2015;12.622924;44.0303321
RIMINI;RIMINI;Albergo;3 stelle;GIMMI;VIA KASSALA, 2;Torre Pedrera;47812;RN;99014;0541 721404;;0541 724135;www.gimmihotel.com;info@gimmihotel.com;2015;12.5091042;44.1098043
RIMINI;RIMINI;Albergo;3 stelle;GIN;VIALE DATI, 3;Viserba;47811;RN;99014;0541 734450;;;www.hotelgin.it;info@hotelgin.it;2015;12.542946;44.0849833
RIMINI;RIMINI;Albergo;3 stelle;GIORDANO;VIALE SAN SALVADOR, 13;Torre Pedrera;47812;RN;99014;0541 720039;;0541 720039;www.hotelgiordanospiaggia.com;info@hotelgiordanospiaggia.com;2015;12.5176689;44.1030616
RIMINI;RIMINI;Albergo;3 stelle;GIORG;VIALE PRINCIPE DI PIEMONTE, 39;Miramare;47831;RN;99014;0541 373014;;0541 372822;www.hotelgiorg.it;info@hotelgiorg.it;2015;12.6233006;44.0300344
RIMINI;RIMINI;Albergo;3 stelle;GIOVANE ITALIA;VIA SAN REMO, 7;Rimini Centro;47900;RN;99014;0541 380769;;0541 389301;www.ariminumhotels.it;info@ariminumhotels.it;2015;12.5953297;44.0523921
RIMINI;RIMINI;Albergo;3 stelle;GIUMER;VIA BARI, 4;Miramare;47831;RN;99014;0541 372727;;0541 375822;www.hotelgiumer.it;info@hotelgiumer.it;2015;12.6232343;44.0296156
RIMINI;RIMINI;Albergo;3 stelle;GLENN;VIA AMBA ALAGI, 10;Torre Pedrera;47812;RN;99014;0541 720202;;0541 720964;;info@hotelglenn.it;2015;12.5093425;44.1092929
RIMINI;RIMINI;Albergo;3 stelle;GLOBUS;VIALE REGINA MARGHERITA, 29;Bellariva;47900;RN;99014;0541 478775;;0541 478775;www.hotelglobus.rimini.it;info@hotelglobus.rimini.it;2015;12.6029678;44.046985
RIMINI;RIMINI;Albergo;3 stelle;GOLDEN HOTEL;VIALE PRINCIPE DI PIEMONTE, 2;Miramare;47831;RN;99014;0541 375345;;0541 375483;www.hotelgoldenrimini.com;info@hotelgoldenrimini.com;2015;12.6209417;44.0319022
RIMINI;RIMINI;Albergo;3 stelle;GOYA;VIALE PERUGINI, 10;Marebello;47900;RN;99014;0541 373057;;0541 373057;;ingoia@inwind.it;2015;12.6072413;44.0430098
RIMINI;RIMINI;Albergo;3 stelle;GRAND MEETING;VIALE REGINA MARGHERITA, 46;Rivazzurra;47900;RN;99014;0541 372123;;0541 371754;www.hotelgrandmeeting.it;info@hotelgrandmeeting.it;2015;12.613781;44.0377803
RIMINI;RIMINI;Albergo;3 stelle;GRAZIELLA;VIALE SAN SALVADOR, 56;Torre Pedrera;47812;RN;99014;0541 720316;;0541 720338;www.hotelgraziella.com;info@hotelgraziella.com;2015;12.5148456;44.1053032
RIMINI;RIMINI;Albergo;3 stelle;GRAZIELLA MARE;VIALE CATANIA, 7;Rivazzurra;47900;RN;99014;0541 370280;;0541 370280;;;2015;12.612036;44.0385543
RIMINI;RIMINI;Albergo;3 stelle;GRIFONE;VIA SAN FRANCESCO, 2;Bellariva;47900;RN;99014;0541 375458;;0541 375086;www.hotelgrifone.net;info@hotelgrifone.net;2015;12.6042933;44.0457224
RIMINI;RIMINI;Albergo;3 stelle;HALF MOON;VIA BRINDISI, 18;Rivazzurra;47900;RN;99014;0541 478793;;0541 420405;;info@hotelhalfmoonrimini.it;2015;12.6093793;44.0392612
RIMINI;RIMINI;Albergo;3 stelle;HAPPY;VIALE CIRENE, 27;Rimini Centro;47900;RN;99014;0541 391102;;0541 302245;www.espositohotels.it;info@espositohotels.it;2015;12.5819087;44.0650335
RIMINI;RIMINI;Albergo;3 stelle;HARMONY;VIA ASTICO, 6;Rivabella;47900;RN;99014;0541 23100;;0541 432609;www.harmonyhotelrimini.it;info@harmonyhotelrimini.it;2015;12.5573227;44.0763597
RIMINI;RIMINI;Albergo;3 stelle;HAWAY;VIALE REGINA MARGHERITA, 38;Rivazzurra;47900;RN;99014;0541 370907;;0541 372241;www.hotelhaway.com;hotel@hotelhaway.com;2015;12.6129195;44.0385092
RIMINI;RIMINI;Albergo;3 stelle;HEAVEN;VIALE SAN SALVADOR, 18;Torre Pedrera;47812;RN;99014;0541 720400;;0541 720400;www.hotelheaven.it;info@hotelheaven.it;2015;12.5176689;44.1030616
RIMINI;RIMINI;Albergo;3 stelle;HELVETIA;VIA MESSINA, 7;Rivazzurra;47900;RN;99014;0541 372373;;0541 377886;www.hotelhelvetiarimini.com;info@hotelhelvetiarimini.com;2015;12.6127425;44.0376362
RIMINI;RIMINI;Albergo;3 stelle;HELVETIA PARCO;VIA PORTO PALOS, 40;Viserbella;47811;RN;99014;0541 734734;;0541 733859;www.helvetiaparco.it;info@helvetiaparco.com;2015;12.5290643;44.0943823
RIMINI;RIMINI;Albergo;3 stelle;HOLLAND;VIA RAPALLO, 23;Marebello;47900;RN;99014;0541 371569;;0541 375680;www.hotelholland.it;info@hotelholland.it;2015;12.6070129;44.0415769
RIMINI;RIMINI;Albergo;3 stelle;HOLLYWOOD;VIA OLIVETI, 80;Miramare;47831;RN;99014;0541 372062;;0541 377363;www.hotelhollywood.it;info@hotelhollywood.it;2015;12.6197638;44.0312227
RIMINI;RIMINI;Albergo;3 stelle;HOUSTON;VIA TIMAVO, 3;Rivabella;47900;RN;99014;0541 50135;;0541 21186;www.hotelhouston.it;info@hotelhouston.it;2015;12.5516821;44.0782765
RIMINI;RIMINI;Albergo;3 stelle;IDA;VIALE SAN SALVADOR, 148;Torre Pedrera;47812;RN;99014;0541 720113;;0541 720858;www.ida.it;info@ida.it;2015;12.5097428;44.1094235
